,vid,month,fuel_cost_total,insurance_cost,maintenance_cost,total_cost
85,99,March,196.73,185.37,1092.71,1474.81
86,100,March,198.66,206.24,1187.95,1592.85
87,101,March,262.84999999999997,189.0,1259.38,1711.23
88,102,March,157.01,198.18,1120.35,1475.54
89,103,March,115.87000000000003,161.95,1363.31,1641.13
90,104,March,153.76,212.0,1110.89,1476.65
91,105,March,118.06,179.8,1163.54,1461.4
92,106,March,41.209999999999994,190.22,1368.19,1599.6200000000001
93,107,March,38.36,211.57,1159.19,1409.1200000000001
94,108,March,108.16,170.63,1052.17,1330.96
95,109,March,160.19,219.81,1118.94,1498.94
96,110,March,137.33,204.64,1129.43,1471.4
97,111,March,158.35,204.43,1290.54,1653.32
98,112,March,133.77,171.19,1228.88,1533.8400000000001
99,115,March,110.06,172.56,1185.45,1468.0700000000002
100,116,March,129.95000000000005,200.69,1192.59,1523.23
101,117,March,225.39000000000001,193.29,1217.43,1636.1100000000001
102,118,March,184.90000000000003,187.68,1333.28,1705.8600000000001
103,119,March,111.41000000000001,196.82,1161.41,1469.64
104,120,March,137.84,181.39,1121.79,1441.02
105,121,March,100.91000000000001,196.33,1171.54,1468.78
106,122,March,180.59,210.04,1160.59,1551.2199999999998
107,124,March,423.32000000000005,181.45,1230.74,1835.51
108,125,March,181.01,182.43,1161.93,1525.3700000000001
109,126,March,341.57000000000005,196.83,1168.1,1706.5
110,127,March,292.81,189.97,1129.22,1612.0
111,128,March,272.72,197.62,1125.56,1595.9
112,129,March,149.92999999999998,200.48,1152.13,1502.54
113,130,March,274.74,164.66,1226.78,1666.1799999999998
114,131,March,125.36,230.83,1263.77,1619.96
115,132,March,176.25,195.12,1226.11,1597.48
116,133,March,148.03000000000003,200.73,1053.76,1402.52
117,134,March,158.56,175.16,1316.55,1650.27
118,135,March,206.51,193.99,1485.44,1885.94
119,136,March,137.84,193.06,1170.59,1501.4899999999998
120,137,March,177.97,178.29,1095.71,1451.97
121,138,March,119.61,194.48,1222.91,1537.0
122,139,March,142.17000000000002,168.05,1316.57,1626.79
123,140,March,178.04999999999998,244.48,1152.51,1575.04
124,141,March,153.89,203.34,1271.42,1628.65
125,142,March,244.98,208.69,1203.19,1656.8600000000001
126,143,March,335.78999999999996,204.61,1330.97,1871.37
127,144,March,188.99,182.91,1254.28,1626.1799999999998
128,145,March,209.09,200.43,1237.18,1646.7
129,146,March,704.54,145.79,1042.04,1892.37
130,147,March,793.38,178.66,1160.41,2132.45
131,148,March,358.99,210.58,1235.41,1804.98
132,149,March,338.81000000000006,193.79,1426.23,1958.83
133,150,March,308.36,155.53,1282.37,1746.2599999999998
134,151,March,275.12999999999994,170.06,1249.48,1694.67
135,152,March,294.41999999999996,216.02,1086.89,1597.33
136,154,March,605.71,163.91,1179.82,1949.44
137,155,March,102.35,200.45,996.0,1298.8
138,156,March,273.58,162.6,1045.66,1481.8400000000001
139,157,March,461.93999999999994,217.17,1095.02,1774.1299999999999
140,158,March,948.84,209.74,1115.09,2273.67
141,159,March,167.51999999999998,217.77,1150.53,1535.82
142,160,March,398.2300000000001,192.47,1087.26,1677.96
143,161,March,972.46,206.89,1209.13,2388.48
144,162,March,606.34,203.61,1077.85,1887.8
145,220,March,80.61,173.3,1268.52,1522.43
146,221,March,42.59,201.23,1117.6,1361.4199999999998
147,222,March,17.0,185.78,1180.32,1383.1
148,223,March,52.72,174.98,1170.93,1398.63
149,224,March,42.419999999999995,176.62,1111.27,1330.31
150,225,March,108.96,221.89,1251.76,1582.61
151,226,March,74.47,216.2,1120.89,1411.56
152,227,March,4.67,192.26,1237.13,1434.0600000000002
153,228,March,7.74,158.54,1141.83,1308.11
154,230,March,0.0,211.37,1199.19,1410.56
155,231,March,40.97,222.94,1142.23,1406.1399999999999
156,232,March,85.05000000000001,212.41,1363.48,1660.94
157,233,March,10.98,194.72,1289.52,1495.22
158,234,March,33.97,171.36,1473.08,1678.4099999999999
159,239,March,293.38000000000005,198.0,1062.54,1553.92
160,240,March,594.45,181.76,1376.79,2153.0
161,241,March,456.74,183.91,1241.03,1881.6799999999998
162,242,March,73.7,198.16,1262.29,1534.15
163,246,March,138.79000000000002,186.99,1201.11,1526.8899999999999
164,254,March,20.64,201.16,1207.19,1428.99
165,255,March,25.009999999999998,218.28,1169.75,1413.04
166,257,March,31.36,169.66,1294.34,1495.36
167,258,March,19.6,205.05,1198.56,1423.21
168,284,March,3.56,207.96,1280.31,1491.83
169,286,March,1.47,193.93,1232.69,1428.0900000000001
170,287,March,31.509999999999998,158.89,1391.1,1581.5
171,288,March,8.86,182.18,1236.51,1427.55
172,289,March,4.67,245.33,1320.87,1570.87
173,290,March,66.35,214.18,1167.68,1448.21
174,291,March,167.41000000000003,175.76,1131.65,1474.8200000000002
175,292,March,43.84,192.02,1232.26,1468.12
176,293,March,38.42,190.98,1188.59,1417.9899999999998
177,295,March,56.82000000000001,201.65,1187.98,1446.45
178,296,March,44.08,205.76,1169.04,1418.8799999999999
179,297,March,68.49000000000001,215.72,1156.45,1440.66
180,298,March,45.55,202.26,1380.87,1628.6799999999998
181,299,March,60.99,182.18,1118.83,1362.0
182,300,March,39.18,217.67,1225.31,1482.1599999999999
183,301,March,7.680000000000001,184.24,990.69,1182.6100000000001
184,302,March,19.950000000000003,210.7,1284.15,1514.8000000000002
185,303,March,68.76,236.03,1251.45,1556.24
186,304,March,8.48,202.46,1300.74,1511.68
187,305,March,29.79,166.35,1133.82,1329.96
188,306,March,42.6,212.13,1044.34,1299.07
189,307,March,55.54,207.63,1167.46,1430.63
190,309,March,64.11999999999999,178.55,1440.28,1682.95
191,310,March,158.67,212.27,1187.76,1558.7
192,311,March,38.71,200.88,1236.36,1475.9499999999998
193,312,March,13.88,178.18,1171.74,1363.8
194,313,March,33.040000000000006,203.21,1286.64,1522.89
195,315,March,33.51,196.36,1100.99,1330.8600000000001
196,316,March,21.3,162.97,1210.42,1394.69
197,317,March,0.0,204.2,1226.35,1430.55
198,319,March,19.46,167.87,1327.59,1514.9199999999998
199,320,March,26.38,209.15,1370.88,1606.41
200,321,March,47.379999999999995,171.03,975.85,1194.26
201,322,March,11.8,209.14,1176.1,1397.04
202,323,March,60.4,201.99,1047.8,1310.19
203,324,March,14.66,169.75,1126.66,1311.0700000000002
204,325,March,11.48,208.88,1266.7,1487.06
205,326,March,74.07,220.57,1315.51,1610.15
206,327,March,81.96999999999998,168.27,1323.73,1573.97
207,328,March,8.73,180.71,1011.91,1201.35
208,329,March,0.0,176.73,1065.6,1242.33
209,330,March,30.65,191.97,1071.3,1293.92
210,331,March,0.0,227.12,1121.7,1348.8200000000002
211,332,March,81.96,198.08,1197.09,1477.1299999999999
212,567,March,143.45999999999998,225.91,1247.12,1616.4899999999998
213,569,March,109.81,194.07,1194.54,1498.42
214,570,March,111.64,223.37,1159.66,1494.67
215,571,March,75.54,185.68,1324.53,1585.75
216,572,March,92.21999999999998,189.97,1102.32,1384.51
217,573,March,98.44,164.93,1172.08,1435.4499999999998
218,574,March,31.24,214.0,1080.79,1326.03
219,575,March,98.39,194.6,1145.43,1438.42
220,576,March,143.86,188.42,1262.41,1594.69
221,577,March,106.31,177.19,1015.79,1299.29
222,578,March,152.26999999999998,210.02,1133.47,1495.76
223,579,March,133.49,204.52,1138.53,1476.54
0,1,April,28.13,178.22,1157.32,1363.6699999999998
1,2,April,22.42,225.6,1199.1,1447.12
2,3,April,52.45,198.02,1151.32,1401.79
3,4,April,26.89,194.6,1134.91,1356.4
4,5,April,98.58,234.9,1190.2,1523.68
5,6,April,122.93999999999998,196.39,1183.22,1502.55
6,8,April,226.0,195.95,1039.57,1461.52
7,9,April,34.69,192.15,1022.08,1248.92
8,10,April,80.95,242.93,1142.74,1466.62
9,11,April,3.15,242.73,1269.99,1515.87
10,12,April,39.9,219.48,1180.33,1439.71
11,14,April,9.43,196.2,1125.35,1330.98
12,15,April,48.89,186.74,1293.77,1529.4
13,16,April,107.78999999999999,208.28,937.46,1253.53
14,17,April,112.87,200.64,1274.62,1588.1299999999999
15,18,April,76.27,168.13,1267.41,1511.81
16,20,April,44.91,222.88,1301.43,1569.22
17,23,April,95.54,189.81,1191.93,1477.2800000000002
18,24,April,198.31,212.98,1177.84,1589.1299999999999
19,25,April,323.23,197.63,1135.36,1656.2199999999998
20,26,April,26.0,198.54,1337.41,1561.95
21,28,April,325.16,173.13,1108.71,1607.0
22,29,April,409.53,182.4,1247.97,1839.9
23,30,April,362.79,186.93,1274.24,1823.96
24,31,April,366.78999999999996,199.56,1223.15,1789.5
25,32,April,450.93000000000006,206.77,1109.3,1767.0
26,33,April,36.18,194.22,1448.19,1678.5900000000001
27,36,April,67.59,184.76,1222.66,1475.01
28,37,April,68.45000000000002,221.06,1186.21,1475.72
29,38,April,133.4,199.82,1145.85,1479.07
30,39,April,176.51999999999998,209.52,1119.54,1505.58
31,40,April,98.89999999999998,207.48,1293.06,1599.44
32,42,April,53.809999999999995,182.41,1354.31,1590.53
33,43,April,80.65,187.22,1338.18,1606.0500000000002
34,44,April,187.92000000000002,217.11,1183.33,1588.36
35,45,April,91.79,239.12,1034.14,1365.0500000000002
36,46,April,209.47000000000003,209.47,1144.57,1563.51
37,47,April,158.42000000000004,186.5,1250.67,1595.5900000000001
38,48,April,43.330000000000005,224.57,1215.25,1483.15
39,49,April,150.38000000000005,167.16,1162.76,1480.3000000000002
40,50,April,140.26000000000002,183.19,1088.3,1411.75
41,51,April,103.73,225.42,1157.22,1486.37
42,52,April,229.57999999999998,191.47,1293.92,1714.97
43,53,April,215.53999999999996,230.28,1107.93,1553.75
44,54,April,155.54999999999998,165.67,1155.74,1476.96
45,55,April,167.73000000000002,186.86,1268.07,1622.6599999999999
46,56,April,188.19000000000003,206.68,1096.38,1491.25
47,58,April,303.55,203.86,1024.89,1532.3000000000002
48,59,April,294.04,205.56,1253.41,1753.0100000000002
49,60,April,325.42999999999995,199.35,1269.98,1794.76
50,61,April,228.14,187.47,1221.28,1636.8899999999999
51,62,April,336.56,219.88,1055.69,1612.13
52,63,April,311.96000000000004,186.72,1187.44,1686.1200000000001
53,64,April,237.79999999999998,174.88,1357.64,1770.3200000000002
54,65,April,401.7800000000001,197.79,1056.35,1655.92
55,66,April,167.82999999999998,148.57,1227.73,1544.13
56,67,April,127.82000000000001,216.62,1143.54,1487.98
57,68,April,500.38,209.82,1221.02,1931.22
58,70,April,103.77,198.53,1078.72,1381.02
59,71,April,289.02,186.22,1031.63,1506.8700000000001
60,72,April,239.03000000000003,163.83,1254.89,1657.75
61,74,April,308.41999999999996,165.51,1213.31,1687.2399999999998
62,75,April,339.62999999999994,213.59,1223.34,1776.56
63,76,April,392.30000000000007,201.97,1051.56,1645.83
64,77,April,127.28,207.57,1243.19,1578.04
65,78,April,364.83000000000004,197.14,1326.79,1888.76
66,79,April,745.3,206.08,1145.96,2097.34
67,80,April,676.0500000000001,168.1,1233.65,2077.8
68,81,April,546.6999999999999,212.87,1149.95,1909.52
69,83,April,242.11,207.22,1289.06,1738.3899999999999
70,84,April,691.27,217.83,1117.35,2026.4499999999998
71,85,April,637.9,202.25,1187.48,2027.63
72,86,April,540.63,179.7,1285.69,2006.02
73,87,April,390.0,209.49,1246.18,1845.67
74,88,April,331.92,176.4,1105.07,1613.3899999999999
75,89,April,287.14,219.8,1196.12,1703.06
76,90,April,217.13,206.35,1437.24,1860.72
77,91,April,245.57000000000005,186.79,1190.11,1622.4699999999998
78,92,April,212.14000000000004,207.44,1426.79,1846.37
79,93,April,197.6,231.85,1159.61,1589.06
80,94,April,184.17,180.3,1140.63,1505.1000000000001
81,95,April,282.76,233.93,1232.67,1749.3600000000001
82,96,April,199.36,201.96,1318.01,1719.33
83,97,April,320.16999999999996,222.11,1107.27,1649.55
84,98,April,256.28999999999996,205.84,1172.73,1634.8600000000001
85,99,April,232.43,209.63,1383.28,1825.34
86,100,April,238.07999999999998,235.96,1175.28,1649.32
87,101,April,338.09000000000003,203.75,1321.03,1862.87
88,102,April,181.28,197.02,1407.05,1785.35
89,103,April,150.42000000000004,203.77,1001.07,1355.2600000000002
90,104,April,192.63,221.91,1209.15,1623.69
91,105,April,132.92000000000002,195.72,962.36,1291.0
92,106,April,41.209999999999994,181.54,1018.18,1240.9299999999998
93,107,April,38.36,195.49,1176.8,1410.65
94,108,April,130.38,211.49,1325.68,1667.5500000000002
95,109,April,160.19,199.73,1137.77,1497.69
96,110,April,150.53,208.28,1348.99,1707.8
97,111,April,158.35,184.95,1192.46,1535.76
98,112,April,183.3,227.21,1228.73,1639.24
99,115,April,132.18,207.73,1198.98,1538.8899999999999
100,116,April,129.95000000000005,207.77,1315.18,1652.9
101,117,April,287.96000000000004,200.61,1191.96,1680.5300000000002
102,118,April,234.13000000000002,212.27,1326.77,1773.17
103,119,April,122.53000000000002,198.35,1113.38,1434.2600000000002
104,120,April,166.13,197.12,1113.97,1477.22
105,121,April,100.91000000000001,215.85,1182.62,1499.3799999999999
106,122,April,180.59,193.95,1085.92,1460.46
107,124,April,550.45,198.87,1087.28,1836.6
108,125,April,237.51,172.28,1258.43,1668.22
109,126,April,458.35,195.25,1221.15,1874.75
110,127,April,400.58,175.12,1096.98,1672.68
111,128,April,361.76000000000005,181.23,1318.58,1861.57
112,129,April,221.4,186.61,1143.41,1551.42
113,130,April,384.55,238.1,1224.92,1847.5700000000002
114,131,April,161.44,222.21,1082.12,1465.77
115,132,April,242.38,206.48,1152.65,1601.5100000000002
116,133,April,148.03000000000003,206.1,1306.43,1660.56
117,134,April,189.74,223.73,1326.75,1740.22
118,135,April,270.88,158.49,1092.17,1521.54
119,136,April,182.87,175.21,1150.4,1508.48
120,137,April,232.49,198.82,1153.68,1584.99
121,138,April,172.01000000000002,184.52,1139.54,1496.07
122,139,April,204.59,174.04,1282.07,1660.6999999999998
123,140,April,259.31999999999994,191.57,1161.91,1612.8
124,141,April,212.57,212.46,1331.62,1756.6499999999999
125,142,April,296.63,219.04,1036.6,1552.27
126,143,April,437.59999999999997,198.6,1247.77,1883.9699999999998
127,144,April,246.67000000000002,205.8,1297.94,1750.41
128,145,April,322.62,212.29,1118.61,1653.52
129,146,April,855.81,148.26,1168.66,2172.73
130,147,April,922.64,212.81,1085.83,2221.2799999999997
131,148,April,470.77,158.47,1121.75,1750.99
132,149,April,432.97,206.41,1098.5,1737.88
133,150,April,404.89,210.84,1307.15,1922.88
134,151,April,362.5899999999999,211.96,1114.81,1689.36
135,152,April,343.56999999999994,188.31,1372.86,1904.7399999999998
136,154,April,719.45,211.86,1317.13,2248.44
137,155,April,149.83,211.71,1138.51,1500.05
138,156,April,349.03,219.27,1181.68,1749.98
139,157,April,766.2199999999999,168.74,1066.49,2001.4499999999998
140,158,April,1402.03,183.38,1025.28,2610.6899999999996
141,159,April,221.88,206.67,1281.61,1710.1599999999999
142,160,April,572.7,195.66,1247.62,2015.98
143,161,April,1371.8700000000001,213.77,1223.51,2809.15
144,162,April,942.5999999999999,209.43,1342.87,2494.8999999999996
145,220,April,98.25999999999999,204.15,1204.34,1506.75
146,221,April,89.38,208.91,1187.31,1485.6
147,222,April,17.0,203.55,1203.46,1424.01
148,223,April,60.29,182.47,1318.48,1561.24
149,224,April,42.419999999999995,210.6,1069.05,1322.07
150,225,April,152.12,187.23,1181.32,1520.67
151,226,April,119.78,231.01,1396.93,1747.72
152,227,April,4.67,221.32,1215.01,1441.0
153,228,April,7.74,186.22,1147.59,1341.55
154,230,April,4.21,203.14,1378.47,1585.82
155,231,April,51.48,171.45,1203.19,1426.1200000000001
156,232,April,114.04,201.87,1312.13,1628.0400000000002
157,233,April,18.54,231.1,1163.43,1413.0700000000002
158,234,April,43.43,203.74,1277.98,1525.15
159,239,April,407.1400000000001,218.86,1158.73,1784.73
160,240,April,751.2700000000001,224.49,1252.12,2227.88
161,241,April,684.6,202.74,1294.32,2181.66
162,242,April,114.79,222.34,1078.12,1415.25
163,246,April,182.94000000000003,195.78,1133.38,1512.1000000000001
164,254,April,20.64,204.49,1247.24,1472.37
165,255,April,25.009999999999998,169.62,1266.13,1460.7600000000002
166,257,April,31.36,185.28,1163.8,1380.44
167,258,April,19.6,192.85,1287.68,1500.13
168,284,April,3.56,210.96,1369.41,1583.93
169,286,April,1.47,177.69,1162.36,1341.52
170,287,April,31.509999999999998,203.12,1108.0,1342.63
171,288,April,8.86,168.01,1239.71,1416.58
172,289,April,4.67,192.02,1192.8,1389.49
173,290,April,66.35,186.0,1220.53,1472.8799999999999
174,291,April,185.09000000000003,231.82,1313.21,1730.1200000000001
175,292,April,58.89,184.69,1169.99,1413.57
176,293,April,63.59,196.83,1294.59,1555.01
177,295,April,67.01,217.82,1296.86,1581.6899999999998
178,296,April,61.21,185.58,1142.22,1389.01
179,297,April,99.7,208.54,1036.72,1344.96
180,298,April,50.22,197.6,1025.69,1273.51
181,299,April,71.02,181.56,1340.8,1593.3799999999999
182,300,April,50.65,184.54,1513.2,1748.39
183,301,April,7.680000000000001,215.01,1246.38,1469.0700000000002
184,302,April,19.950000000000003,187.93,1255.45,1463.33
185,303,April,68.76,215.07,1279.92,1563.75
186,304,April,8.48,200.53,1174.64,1383.65
187,305,April,33.9,182.9,1208.77,1425.57
188,306,April,49.300000000000004,198.5,1133.9,1381.7
189,307,April,72.85999999999999,242.29,1254.96,1570.1100000000001
190,309,April,80.64999999999999,201.27,1277.19,1559.1100000000001
191,310,April,244.04,184.25,1269.19,1697.48
192,311,April,66.33,206.56,1089.0,1361.8899999999999
193,312,April,13.88,192.24,1333.21,1539.33
194,313,April,39.080000000000005,172.1,1264.88,1476.0600000000002
195,315,April,57.62,207.4,1199.94,1464.96
196,316,April,44.2,180.05,1212.88,1437.13
197,317,April,8.33,224.73,1082.18,1315.24
198,319,April,39.85,222.33,1192.59,1454.77
199,320,April,26.38,213.5,1195.37,1435.25
200,321,April,69.83999999999999,200.45,1325.69,1595.98
201,322,April,11.8,182.58,1205.61,1399.99
202,323,April,94.11,205.75,1187.43,1487.29
203,324,April,46.01,184.76,1204.94,1435.71
204,325,April,31.15,221.41,1205.05,1457.61
205,326,April,124.53999999999999,172.47,1139.74,1436.75
206,327,April,103.75999999999999,229.03,1243.43,1576.22
207,328,April,45.29,197.84,1124.85,1367.98
208,329,April,0.0,186.16,1162.55,1348.71
209,330,April,30.65,177.07,1042.47,1250.19
210,331,April,0.0,211.36,1230.46,1441.8200000000002
211,332,April,115.72,208.48,1207.75,1531.95
212,567,April,192.09999999999997,214.78,1099.39,1506.27
213,569,April,131.11,197.84,1155.59,1484.54
214,570,April,156.60999999999999,188.31,1316.11,1661.0299999999997
215,571,April,75.54,202.06,1173.09,1450.69
216,572,April,129.92999999999998,175.66,1033.69,1339.28
217,573,April,132.70999999999998,196.62,1363.61,1692.9399999999998
218,574,April,41.39999999999999,183.22,1332.01,1556.63
219,575,April,127.84,225.6,1191.1,1544.54
220,576,April,143.86,209.29,1149.95,1503.1
221,577,April,106.31,191.9,1106.44,1404.65
222,578,April,152.26999999999998,189.63,1188.05,1529.9499999999998
223,579,April,133.49,221.08,1191.22,1545.79
0,1,May,28.13,187.3,1052.2,1267.63
1,2,May,22.42,197.21,1212.52,1432.15
2,3,May,52.45,211.28,1219.58,1483.31
3,4,May,26.89,184.64,1288.68,1500.21
4,5,May,98.58,225.27,1201.39,1525.2400000000002
5,6,May,122.93999999999998,205.17,990.56,1318.6699999999998
6,8,May,226.0,231.6,1161.45,1619.0500000000002
7,9,May,34.69,200.14,1059.1,1293.9299999999998
8,10,May,80.95,255.75,1207.64,1544.3400000000001
9,11,May,3.15,208.12,1158.75,1370.02
10,12,May,39.9,203.74,1248.28,1491.92
11,14,May,9.43,173.4,1266.6,1449.4299999999998
12,15,May,48.89,205.21,1210.49,1464.5900000000001
13,16,May,107.78999999999999,172.29,1043.65,1323.73
14,17,May,112.87,194.23,1295.86,1602.96
15,18,May,76.27,193.41,1045.8,1315.48
16,20,May,44.91,217.87,1168.2,1430.98
17,23,May,95.54,193.82,1057.72,1347.08
18,24,May,198.31,194.4,1183.05,1575.76
19,25,May,323.23,184.26,1346.16,1853.65
20,26,May,26.0,192.66,1275.0,1493.66
21,28,May,325.16,188.82,1233.82,1747.8
22,29,May,409.53,236.28,1168.48,1814.29
23,30,May,362.79,182.86,1247.14,1792.7900000000002
24,31,May,366.78999999999996,176.99,1025.47,1569.25
25,32,May,450.93000000000006,187.53,1072.17,1710.63
26,33,May,36.18,221.76,1275.63,1533.5700000000002
27,36,May,67.59,161.2,1157.08,1385.87
28,37,May,68.45000000000002,227.85,1328.22,1624.52
29,38,May,133.4,181.39,1067.2,1381.99
30,39,May,176.51999999999998,180.12,1338.5,1695.1399999999999
31,40,May,98.89999999999998,173.41,1229.54,1501.85
32,42,May,53.809999999999995,208.94,1268.91,1531.66
33,43,May,80.65,186.08,1233.08,1499.81
34,44,May,187.92000000000002,203.17,1501.28,1892.37
35,45,May,91.79,200.25,1090.14,1382.18
36,46,May,209.47000000000003,151.68,1122.78,1483.93
37,47,May,203.14000000000004,198.18,1128.62,1529.94
38,48,May,54.76,207.6,1371.42,1633.7800000000002
39,49,May,186.63000000000005,174.25,1248.48,1609.3600000000001
40,50,May,177.25,173.14,1204.08,1554.4699999999998
41,51,May,103.73,198.13,1032.37,1334.23
42,52,May,285.46,231.19,1288.84,1805.4899999999998
43,53,May,271.21999999999997,228.61,1295.62,1795.4499999999998
44,54,May,204.01,234.21,1384.82,1823.04
45,55,May,206.76000000000002,182.55,1171.6,1560.9099999999999
46,56,May,235.49000000000004,211.08,1120.56,1567.13
47,58,May,390.66,189.22,1211.13,1791.0100000000002
48,59,May,396.7,213.83,1171.54,1782.07
49,60,May,410.78999999999996,198.15,1082.93,1691.87
50,61,May,271.96999999999997,162.92,1312.43,1747.3200000000002
51,62,May,456.25,211.37,1397.38,2065.0
52,63,May,381.4500000000001,158.44,1278.36,1818.25
53,64,May,318.52,246.95,1175.68,1741.15
54,65,May,501.93000000000006,254.12,1127.19,1883.2400000000002
55,66,May,174.36999999999998,186.97,1233.3,1594.6399999999999
56,67,May,127.82000000000001,199.01,1089.13,1415.96
57,68,May,526.6999999999999,201.6,1266.66,1994.96
58,70,May,129.5,207.36,1176.47,1513.33
59,71,May,350.60999999999996,211.83,1130.45,1692.8899999999999
60,72,May,308.06,166.93,1234.18,1709.17
61,74,May,400.72999999999996,179.39,1196.68,1776.8
62,75,May,383.04999999999995,216.82,1160.0,1759.87
63,76,May,432.12000000000006,209.0,1268.12,1909.24
64,77,May,148.0,186.8,1138.23,1473.03
65,78,May,501.83000000000004,173.52,1101.89,1777.2400000000002
66,79,May,1017.6,207.28,1032.87,2257.75
67,80,May,869.4900000000001,191.62,1482.18,2543.29
68,81,May,568.8399999999999,219.69,1092.13,1880.66
69,83,May,299.11,221.31,1242.04,1762.46
70,84,May,857.4399999999999,214.03,1320.28,2391.75
71,85,May,777.5,206.4,1016.7,2000.6
72,86,May,659.84,205.78,1151.12,2016.7399999999998
73,87,May,551.78,217.65,1315.48,2084.91
74,88,May,404.04,185.4,1171.5,1760.94
75,89,May,364.15,168.18,1316.28,1848.61
76,90,May,268.3,211.9,1186.48,1666.68
77,91,May,277.02000000000004,205.47,1229.38,1711.8700000000001
78,92,May,243.20000000000005,205.96,1344.55,1793.71
79,93,May,324.5,197.35,1075.64,1597.4900000000002
80,94,May,262.04999999999995,154.98,1018.7,1435.73
81,95,May,397.9,257.87,1303.71,1959.48
82,96,May,283.06,254.84,1409.59,1947.4899999999998
83,97,May,357.47999999999996,189.8,1179.98,1727.26
84,98,May,352.58,216.67,1214.12,1783.37
85,99,May,286.60999999999996,201.78,1141.14,1629.5300000000002
86,100,May,258.87,205.07,1278.77,1742.71
87,101,May,426.67,206.87,1266.12,1899.6599999999999
88,102,May,181.28,221.47,1259.26,1662.01
89,103,May,150.42000000000004,186.62,1079.79,1416.83
90,104,May,192.63,214.31,1154.09,1561.03
91,105,May,132.92000000000002,214.15,1226.21,1573.2800000000002
92,106,May,41.209999999999994,149.03,1339.1,1529.34
93,107,May,38.36,229.37,1105.18,1372.91
94,108,May,130.38,213.15,1006.83,1350.3600000000001
95,109,May,160.19,188.36,1271.61,1620.1599999999999
96,110,May,150.53,200.96,1270.41,1621.9
97,111,May,158.35,210.25,1173.2,1541.8000000000002
98,112,May,183.3,194.31,1093.15,1470.7600000000002
99,115,May,132.18,210.51,915.51,1258.2
100,116,May,129.95000000000005,158.98,1194.17,1483.1000000000001
101,117,May,287.96000000000004,204.24,1231.65,1723.8500000000001
102,118,May,234.13000000000002,222.21,1131.63,1587.9700000000003
103,119,May,122.53000000000002,215.03,1178.75,1516.31
104,120,May,166.13,204.36,1083.19,1453.68
105,121,May,100.91000000000001,184.39,1159.3,1444.6
106,122,May,180.59,201.41,1166.61,1548.61
107,124,May,550.45,176.27,1106.99,1833.71
108,125,May,237.51,202.41,1151.46,1591.38
109,126,May,458.35,196.51,1113.94,1768.8000000000002
110,127,May,424.88,209.99,1288.43,1923.3000000000002
111,128,May,361.76000000000005,227.78,1249.12,1838.6599999999999
112,129,May,221.4,217.01,1098.21,1536.62
113,130,May,384.55,183.37,1064.76,1632.68
114,131,May,161.44,180.65,1287.79,1629.88
115,132,May,242.38,182.69,1272.88,1697.95
116,133,May,148.03000000000003,182.59,1163.52,1494.1399999999999
117,134,May,189.74,179.23,1080.08,1449.05
118,135,May,270.88,239.83,1053.35,1564.06
119,136,May,182.87,225.99,1131.03,1539.8899999999999
120,137,May,232.49,188.16,1190.25,1610.9
121,138,May,172.01000000000002,200.99,1154.62,1527.62
122,139,May,204.59,249.56,1264.45,1718.6
123,140,May,259.31999999999994,164.43,1148.94,1572.69
124,141,May,239.17000000000002,207.92,1164.22,1611.31
125,142,May,296.63,240.07,1419.3,1956.0
126,143,May,525.15,202.98,1143.51,1871.6399999999999
127,144,May,246.67000000000002,188.97,1229.44,1665.08
128,145,May,322.62,225.4,1119.46,1667.48
129,146,May,855.81,245.21,1302.76,2403.7799999999997
130,147,May,922.64,196.34,1108.64,2227.62
131,148,May,548.6,223.87,1200.62,1973.09
132,149,May,432.97,180.81,1204.53,1818.31
133,150,May,473.22999999999996,205.28,1336.0,2014.51
134,151,May,394.4699999999999,212.78,1091.46,1698.71
135,152,May,383.25999999999993,190.97,1182.75,1756.98
136,154,May,787.99,189.41,1058.64,2036.04
137,155,May,165.15,212.66,1329.1,1706.9099999999999
138,156,May,450.08,217.5,1309.74,1977.32
139,157,May,1026.28,179.01,1276.39,2481.6800000000003
140,158,May,1645.52,187.85,1084.53,2917.8999999999996
141,159,May,262.05,208.36,1325.34,1795.75
142,160,May,745.3000000000001,169.16,1236.29,2150.75
143,161,May,1371.8700000000001,179.5,1359.3,2910.67
144,162,May,1121.22,206.52,1221.68,2549.42
145,220,May,98.25999999999999,216.1,1310.02,1624.38
146,221,May,108.49,205.47,1174.18,1488.14
147,222,May,17.0,198.48,1236.89,1452.3700000000001
148,223,May,60.29,233.65,1182.21,1476.15
149,224,May,42.419999999999995,204.04,1127.75,1374.21
150,225,May,176.94,189.44,1271.79,1638.17
151,226,May,153.01000000000002,158.57,1282.4,1593.98
152,227,May,4.67,210.52,901.52,1116.71
153,228,May,9.89,190.99,959.98,1160.8600000000001
154,230,May,4.21,193.02,1379.76,1576.99
155,231,May,51.48,197.89,1350.9,1600.27
156,232,May,160.5,182.77,1218.77,1562.04
157,233,May,29.87,209.46,1200.36,1439.6899999999998
158,234,May,48.05,197.22,1324.81,1570.08
159,239,May,536.5700000000002,253.04,1193.14,1982.7500000000002
160,240,May,884.6300000000001,186.88,1364.46,2435.9700000000003
161,241,May,893.2800000000001,205.59,1303.71,2402.58
162,242,May,132.64000000000001,187.85,1277.15,1597.64
